,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
2021-10-11,142.370000,142.770000,141.770000,142.320000,129.682778,5995592,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-12,142.600000,143.040000,141.700000,142.110000,129.491425,6734918,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-13,142.400000,142.760000,141.025000,142.440000,129.792123,5689846,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-14,142.830000,144.310000,142.810000,144.050000,131.259164,6778788,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-15,144.520000,144.870000,143.675000,144.420000,131.596310,6923850,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-18,143.550000,143.700000,142.095000,142.340000,129.701002,9119005,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-19,139.080000,140.820000,138.800000,140.660000,128.170177,9555253,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-20,140.150000,141.960000,139.850000,141.210000,128.671340,7352748,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-21,140.860000,141.160000,139.180000,139.330000,127.750840,6545835,0.869800,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-22,139.390000,141.010000,139.320000,140.830000,129.126181,5265017,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-25,140.410000,140.920000,139.050000,140.850000,129.144519,5382085,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-26,141.620000,143.180000,141.240000,142.850000,130.978307,6234859,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-27,143.140000,143.680000,141.690000,141.830000,130.043075,9643487,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-28,141.890000,142.880000,141.710000,142.680000,130.822435,4538687,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-10-29,142.160000,143.480000,142.020000,142.990000,131.106672,6239699,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-01,143.360000,143.800000,142.490000,142.640000,130.785759,4900235,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-02,142.720000,144.580000,142.280000,144.060000,132.087749,9926364,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-03,144.130000,145.110000,143.520000,145.050000,132.995474,7620097,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-04,142.840000,145.390000,142.335000,145.320000,133.243035,6402451,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-05,145.440000,146.370000,144.800000,146.040000,133.903199,6062769,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-08,145.500000,146.100000,144.020000,144.950000,132.903784,5854509,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-09,145.030000,145.830000,144.580000,145.390000,133.307218,4627694,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-10,145.740000,147.310000,145.590000,146.820000,134.618376,7334936,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
2021-11-11,146.860000,146.970000,146.210000,146.400000,134.233281,4096274,0.000000,1.000000,PG,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424,NYSE,USD,USA,INDUSTRIAL APPLICATIONS AND SERVICES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, US",https://www.pginvestor.com,June,2025-03-31,377072353000,24187001000,25.53,3.894,21.96,4.026,0.0265,6.3,35.65,0.185,0.233,0.11,0.303,83926999000,43385000000,6.3,0.013,-0.021,172.88,5,11,8,0,1,25.53,22.99,4.493,7.32,4.8,17.28,0.427,178.84,155.17,162.14,167.32,2344540000,2341002000,0.057,70.124,2025-05-15,2025-04-21
